iteration,best_fitness
0,296.0
1,296.0
2,296.0
3,296.0
4,296.0
5,296.0
6,296.0
7,296.0
8,296.0
9,296.0
10,296.0
11,296.0
12,296.0
13,296.0
14,296.0
15,296.0
16,296.0
17,296.0
18,296.0
19,296.0
20,296.0
21,296.0
22,296.0
23,296.0
24,296.0
25,296.0
26,296.0
27,296.0
28,296.0
29,296.0
30,296.0
31,296.0
32,296.0
33,296.0
34,296.0
35,296.0
36,285.0
37,285.0
38,285.0
39,285.0
40,285.0
41,285.0
42,285.0
43,285.0
44,285.0
45,285.0
46,285.0
47,285.0
48,285.0
49,285.0
50,285.0
51,285.0
52,285.0
53,285.0
54,285.0
55,285.0
56,285.0
57,285.0
58,285.0
59,285.0
60,285.0
61,285.0
62,285.0
63,285.0
64,285.0
65,285.0
66,285.0
67,285.0
68,285.0
69,285.0
70,285.0
71,285.0
72,285.0
73,285.0
74,285.0
75,285.0
76,285.0
77,285.0
78,285.0
79,285.0
80,285.0
81,285.0
82,285.0
83,285.0
84,285.0
85,285.0
86,285.0
87,285.0
88,285.0
89,285.0
90,285.0
91,285.0
92,285.0
93,285.0
94,285.0
95,285.0
96,285.0
97,285.0
98,285.0
99,285.0
100,285.0
101,285.0
102,285.0
103,285.0
104,285.0
105,285.0
106,285.0
107,285.0
108,285.0
109,285.0
110,285.0
111,285.0
112,285.0
113,285.0
114,285.0
115,285.0
116,285.0
117,285.0
118,285.0
119,285.0
120,285.0
121,285.0
122,285.0
123,285.0
124,285.0
125,285.0
126,285.0
127,285.0
128,285.0
129,285.0
130,285.0
131,285.0
132,285.0
133,285.0
134,285.0
135,285.0
136,285.0
137,285.0
138,285.0
139,285.0
140,285.0
141,285.0
142,285.0
143,285.0
144,285.0
145,282.0
146,282.0
147,282.0
148,282.0
149,282.0
150,280.0
151,280.0
152,280.0
153,280.0
154,280.0
155,280.0
156,275.0
157,275.0
158,275.0
159,275.0
160,275.0
161,275.0
162,275.0
163,275.0
164,275.0
165,275.0
166,275.0
167,275.0
168,275.0
169,275.0
170,275.0
171,275.0
172,275.0
173,275.0
174,275.0
175,275.0
176,275.0
177,275.0
178,275.0
179,275.0
180,275.0
181,275.0
182,275.0
183,275.0
184,275.0
185,275.0
186,275.0
187,275.0
188,275.0
189,275.0
190,275.0
191,275.0
192,275.0
193,275.0
194,275.0
195,275.0
196,275.0
197,275.0
198,275.0
199,275.0
200,275.0
201,275.0
202,275.0
203,275.0
204,275.0
205,275.0
206,275.0
207,275.0
208,275.0
209,275.0
210,275.0
211,275.0
212,275.0
213,275.0
214,275.0
215,275.0
216,275.0
217,275.0
218,275.0
219,275.0
220,275.0
221,275.0
222,275.0
223,275.0
224,275.0
225,275.0
226,275.0
227,275.0
228,275.0
229,275.0
230,275.0
231,275.0
232,275.0
233,275.0
234,275.0
235,275.0
236,275.0
237,275.0
238,275.0
239,275.0
240,275.0
241,275.0
242,275.0
243,275.0
244,275.0
245,275.0
246,275.0
247,275.0
248,275.0
249,275.0
250,275.0
251,275.0
252,275.0
253,275.0
254,275.0
255,275.0
256,275.0
257,275.0
258,275.0
259,275.0
260,275.0
261,275.0
262,275.0
263,275.0
264,275.0
265,275.0
266,275.0
267,275.0
268,275.0
269,275.0
270,275.0
271,275.0
272,275.0
273,275.0
274,275.0
275,275.0
276,275.0
277,275.0
278,275.0
279,275.0
280,275.0
281,275.0
282,275.0
283,275.0
284,275.0
285,275.0
286,275.0
287,275.0
288,275.0
289,275.0
290,275.0
291,275.0
292,275.0
293,275.0
294,275.0
295,275.0
296,275.0
297,275.0
298,275.0
299,275.0
