iteration,best_fitness
0,295.0
1,295.0
2,295.0
3,295.0
4,295.0
5,295.0
6,295.0
7,295.0
8,295.0
9,295.0
10,295.0
11,295.0
12,295.0
13,295.0
14,295.0
15,295.0
16,295.0
17,295.0
18,295.0
19,295.0
20,295.0
21,295.0
22,295.0
23,295.0
24,295.0
25,295.0
26,295.0
27,295.0
28,295.0
29,295.0
30,295.0
31,295.0
32,295.0
33,295.0
34,295.0
35,295.0
36,295.0
37,295.0
38,295.0
39,295.0
40,295.0
41,295.0
42,295.0
43,295.0
44,295.0
45,295.0
46,295.0
47,295.0
48,295.0
49,295.0
50,295.0
51,295.0
52,295.0
53,295.0
54,295.0
55,295.0
56,295.0
57,295.0
58,295.0
59,295.0
60,295.0
61,295.0
62,295.0
63,295.0
64,295.0
65,295.0
66,295.0
67,295.0
68,295.0
69,295.0
70,295.0
71,295.0
72,295.0
73,295.0
74,295.0
75,295.0
76,295.0
77,295.0
78,295.0
79,295.0
80,295.0
81,295.0
82,295.0
83,295.0
84,295.0
85,295.0
86,295.0
87,295.0
88,295.0
89,295.0
90,295.0
91,295.0
92,295.0
93,295.0
94,295.0
95,295.0
96,295.0
97,295.0
98,295.0
99,295.0
100,295.0
101,295.0
102,295.0
103,295.0
104,295.0
105,295.0
106,295.0
107,295.0
108,295.0
109,295.0
110,295.0
111,295.0
112,295.0
113,295.0
114,295.0
115,295.0
116,295.0
117,295.0
118,295.0
119,295.0
120,295.0
121,295.0
122,295.0
123,295.0
124,295.0
125,295.0
126,295.0
127,295.0
128,295.0
129,295.0
130,295.0
131,291.0
132,291.0
133,291.0
134,291.0
135,291.0
136,291.0
137,291.0
138,291.0
139,291.0
140,291.0
141,291.0
142,291.0
143,291.0
144,291.0
145,291.0
146,291.0
147,291.0
148,291.0
149,291.0
150,288.0
151,288.0
152,288.0
153,288.0
154,288.0
155,288.0
156,288.0
157,288.0
158,288.0
159,288.0
160,288.0
161,288.0
162,288.0
163,288.0
164,284.0
165,284.0
166,284.0
167,284.0
168,284.0
169,284.0
170,284.0
171,284.0
172,284.0
173,284.0
174,284.0
175,284.0
176,284.0
177,284.0
178,284.0
179,284.0
180,284.0
181,283.0
182,283.0
183,283.0
184,283.0
185,283.0
186,283.0
187,282.0
188,282.0
189,282.0
190,282.0
191,282.0
192,282.0
193,282.0
194,282.0
195,282.0
196,282.0
197,282.0
198,282.0
199,282.0
200,282.0
201,282.0
202,280.0
203,280.0
204,280.0
205,280.0
206,280.0
207,280.0
208,280.0
209,280.0
210,280.0
211,280.0
212,280.0
213,280.0
214,280.0
215,280.0
216,280.0
217,280.0
218,280.0
219,278.0
220,276.0
221,276.0
222,276.0
223,276.0
224,276.0
225,276.0
226,276.0
227,276.0
228,276.0
229,276.0
230,276.0
231,276.0
232,276.0
233,276.0
234,276.0
235,276.0
236,276.0
237,276.0
238,276.0
239,276.0
240,276.0
241,276.0
242,276.0
243,276.0
244,276.0
245,276.0
246,276.0
247,276.0
248,276.0
249,276.0
250,276.0
251,276.0
252,276.0
253,276.0
254,276.0
255,276.0
256,276.0
257,276.0
258,276.0
259,276.0
260,276.0
261,276.0
262,276.0
263,276.0
264,276.0
265,276.0
266,276.0
267,276.0
268,276.0
269,276.0
270,276.0
271,276.0
272,276.0
273,276.0
274,276.0
275,276.0
276,276.0
277,276.0
278,276.0
279,276.0
280,276.0
281,276.0
282,276.0
283,276.0
284,276.0
285,276.0
286,276.0
287,276.0
288,276.0
289,276.0
290,276.0
291,276.0
292,276.0
293,276.0
294,276.0
295,276.0
296,276.0
297,276.0
298,276.0
299,276.0
