iteration,best_fitness
0,287.0
1,287.0
2,287.0
3,287.0
4,287.0
5,287.0
6,287.0
7,287.0
8,287.0
9,287.0
10,287.0
11,287.0
12,287.0
13,287.0
14,287.0
15,287.0
16,287.0
17,287.0
18,287.0
19,287.0
20,287.0
21,287.0
22,287.0
23,287.0
24,287.0
25,287.0
26,287.0
27,287.0
28,287.0
29,287.0
30,287.0
31,287.0
32,287.0
33,287.0
34,287.0
35,287.0
36,287.0
37,287.0
38,287.0
39,287.0
40,287.0
41,287.0
42,287.0
43,287.0
44,287.0
45,287.0
46,287.0
47,287.0
48,287.0
49,287.0
50,287.0
51,287.0
52,287.0
53,287.0
54,287.0
55,287.0
56,287.0
57,287.0
58,287.0
59,287.0
60,287.0
61,287.0
62,287.0
63,287.0
64,287.0
65,287.0
66,287.0
67,287.0
68,287.0
69,287.0
70,287.0
71,287.0
72,287.0
73,287.0
74,287.0
75,287.0
76,287.0
77,287.0
78,287.0
79,287.0
80,287.0
81,287.0
82,287.0
83,287.0
84,287.0
85,287.0
86,287.0
87,287.0
88,287.0
89,287.0
90,287.0
91,287.0
92,287.0
93,287.0
94,287.0
95,287.0
96,287.0
97,287.0
98,287.0
99,287.0
100,287.0
101,287.0
102,287.0
103,287.0
104,287.0
105,287.0
106,287.0
107,287.0
108,287.0
109,287.0
110,287.0
111,287.0
112,287.0
113,287.0
114,287.0
115,287.0
116,287.0
117,287.0
118,287.0
119,287.0
120,287.0
121,287.0
122,287.0
123,287.0
124,287.0
125,287.0
126,287.0
127,287.0
128,287.0
129,287.0
130,287.0
131,287.0
132,287.0
133,287.0
134,287.0
135,287.0
136,287.0
137,287.0
138,287.0
139,287.0
140,287.0
141,287.0
142,287.0
143,287.0
144,287.0
145,287.0
146,287.0
147,287.0
148,287.0
149,287.0
150,287.0
151,287.0
152,287.0
153,287.0
154,287.0
155,287.0
156,287.0
157,287.0
158,287.0
159,287.0
160,287.0
161,287.0
162,287.0
163,287.0
164,287.0
165,287.0
166,287.0
167,287.0
168,287.0
169,287.0
170,287.0
171,287.0
172,287.0
173,287.0
174,287.0
175,287.0
176,287.0
177,287.0
178,287.0
179,287.0
180,287.0
181,287.0
182,287.0
183,287.0
184,287.0
185,287.0
186,287.0
187,287.0
188,287.0
189,287.0
190,287.0
191,287.0
192,287.0
193,287.0
194,287.0
195,287.0
196,287.0
197,287.0
198,287.0
199,287.0
200,287.0
201,287.0
202,287.0
203,287.0
204,287.0
205,287.0
206,287.0
207,287.0
208,287.0
209,287.0
210,286.0
211,286.0
212,286.0
213,286.0
214,286.0
215,286.0
216,286.0
217,286.0
218,286.0
219,286.0
220,286.0
221,286.0
222,286.0
223,286.0
224,286.0
225,286.0
226,286.0
227,286.0
228,286.0
229,286.0
230,286.0
231,286.0
232,286.0
233,286.0
234,286.0
235,286.0
236,286.0
237,286.0
238,286.0
239,286.0
240,286.0
241,286.0
242,286.0
243,286.0
244,286.0
245,286.0
246,286.0
247,286.0
248,286.0
249,286.0
250,286.0
251,286.0
252,286.0
253,286.0
254,286.0
255,286.0
256,286.0
257,286.0
258,284.0
259,284.0
260,284.0
261,284.0
262,284.0
263,284.0
264,284.0
265,284.0
266,284.0
267,284.0
268,284.0
269,284.0
270,284.0
271,284.0
272,284.0
273,284.0
274,284.0
275,284.0
276,284.0
277,280.0
278,280.0
279,280.0
280,280.0
281,280.0
282,280.0
283,280.0
284,280.0
285,278.0
286,278.0
287,278.0
288,278.0
289,278.0
290,278.0
291,278.0
292,278.0
293,278.0
294,278.0
295,278.0
296,278.0
297,278.0
298,278.0
299,278.0
