iteration,best_fitness
0,295.0
1,295.0
2,295.0
3,295.0
4,295.0
5,295.0
6,295.0
7,295.0
8,295.0
9,295.0
10,295.0
11,295.0
12,295.0
13,295.0
14,295.0
15,295.0
16,295.0
17,295.0
18,295.0
19,295.0
20,295.0
21,295.0
22,295.0
23,295.0
24,295.0
25,295.0
26,295.0
27,295.0
28,295.0
29,295.0
30,295.0
31,295.0
32,295.0
33,295.0
34,295.0
35,295.0
36,295.0
37,295.0
38,295.0
39,295.0
40,295.0
41,295.0
42,295.0
43,295.0
44,295.0
45,295.0
46,295.0
47,295.0
48,295.0
49,295.0
50,295.0
51,295.0
52,295.0
53,295.0
54,295.0
55,295.0
56,295.0
57,295.0
58,295.0
59,295.0
60,295.0
61,295.0
62,295.0
63,295.0
64,295.0
65,295.0
66,295.0
67,295.0
68,295.0
69,295.0
70,295.0
71,295.0
72,295.0
73,295.0
74,295.0
75,295.0
76,295.0
77,295.0
78,295.0
79,295.0
80,295.0
81,295.0
82,295.0
83,295.0
84,295.0
85,295.0
86,295.0
87,295.0
88,295.0
89,295.0
90,295.0
91,295.0
92,295.0
93,295.0
94,295.0
95,295.0
96,295.0
97,295.0
98,295.0
99,295.0
100,295.0
101,295.0
102,295.0
103,295.0
104,295.0
105,295.0
106,295.0
107,295.0
108,295.0
109,295.0
110,295.0
111,295.0
112,295.0
113,295.0
114,295.0
115,295.0
116,295.0
117,295.0
118,295.0
119,295.0
120,295.0
121,295.0
122,295.0
123,295.0
124,295.0
125,295.0
126,295.0
127,295.0
128,295.0
129,295.0
130,295.0
131,295.0
132,295.0
133,295.0
134,295.0
135,295.0
136,295.0
137,295.0
138,295.0
139,295.0
140,295.0
141,295.0
142,295.0
143,295.0
144,295.0
145,295.0
146,295.0
147,295.0
148,281.0
149,281.0
150,281.0
151,281.0
152,281.0
153,281.0
154,281.0
155,281.0
156,281.0
157,281.0
158,281.0
159,281.0
160,281.0
161,281.0
162,281.0
163,281.0
164,281.0
165,281.0
166,281.0
167,281.0
168,281.0
169,281.0
170,281.0
171,281.0
172,281.0
173,281.0
174,281.0
175,281.0
176,281.0
177,281.0
178,281.0
179,281.0
180,281.0
181,281.0
182,281.0
183,281.0
184,281.0
185,281.0
186,281.0
187,281.0
188,281.0
189,281.0
190,281.0
191,281.0
192,281.0
193,281.0
194,281.0
195,281.0
196,281.0
197,281.0
198,281.0
199,281.0
200,281.0
201,281.0
202,281.0
203,281.0
204,281.0
205,281.0
206,281.0
207,281.0
208,281.0
209,281.0
210,281.0
211,281.0
212,281.0
213,281.0
214,281.0
215,281.0
216,281.0
217,281.0
218,281.0
219,281.0
220,281.0
221,281.0
222,281.0
223,281.0
224,281.0
225,281.0
226,281.0
227,281.0
228,281.0
229,280.0
230,280.0
231,280.0
232,280.0
233,280.0
234,280.0
235,280.0
236,280.0
237,280.0
238,280.0
239,280.0
240,279.0
241,279.0
242,279.0
243,279.0
244,279.0
245,279.0
246,279.0
247,279.0
248,279.0
249,279.0
250,279.0
251,279.0
252,279.0
253,279.0
254,279.0
255,279.0
256,279.0
257,279.0
258,279.0
259,278.0
260,278.0
261,278.0
262,278.0
263,278.0
264,278.0
265,278.0
266,278.0
267,278.0
268,278.0
269,278.0
270,278.0
271,277.0
272,277.0
273,277.0
274,277.0
275,277.0
276,277.0
277,277.0
278,277.0
279,277.0
280,277.0
281,277.0
282,277.0
283,277.0
284,277.0
285,277.0
286,277.0
287,277.0
288,277.0
289,277.0
290,277.0
291,277.0
292,277.0
293,277.0
294,277.0
295,277.0
296,277.0
297,277.0
298,277.0
299,277.0
