iteration,best_fitness
0,295.0
1,295.0
2,295.0
3,295.0
4,295.0
5,295.0
6,295.0
7,295.0
8,295.0
9,295.0
10,295.0
11,295.0
12,295.0
13,295.0
14,295.0
15,295.0
16,295.0
17,295.0
18,295.0
19,295.0
20,295.0
21,295.0
22,295.0
23,295.0
24,295.0
25,295.0
26,295.0
27,295.0
28,295.0
29,295.0
30,295.0
31,295.0
32,295.0
33,295.0
34,295.0
35,295.0
36,295.0
37,295.0
38,295.0
39,295.0
40,295.0
41,295.0
42,295.0
43,295.0
44,295.0
45,295.0
46,286.0
47,286.0
48,286.0
49,286.0
50,284.0
51,284.0
52,284.0
53,284.0
54,284.0
55,284.0
56,284.0
57,284.0
58,284.0
59,284.0
60,284.0
61,284.0
62,284.0
63,284.0
64,284.0
65,284.0
66,284.0
67,284.0
68,284.0
69,284.0
70,284.0
71,284.0
72,284.0
73,284.0
74,284.0
75,284.0
76,284.0
77,284.0
78,283.0
79,283.0
80,283.0
81,283.0
82,283.0
83,283.0
84,283.0
85,283.0
86,283.0
87,283.0
88,283.0
89,283.0
90,283.0
91,283.0
92,283.0
93,283.0
94,283.0
95,283.0
96,283.0
97,283.0
98,283.0
99,283.0
100,283.0
101,283.0
102,283.0
103,283.0
104,283.0
105,278.0
106,278.0
107,278.0
108,278.0
109,278.0
110,278.0
111,278.0
112,278.0
113,278.0
114,278.0
115,278.0
116,278.0
117,278.0
118,278.0
119,278.0
120,278.0
121,278.0
122,278.0
123,278.0
124,278.0
125,278.0
126,278.0
127,278.0
128,278.0
129,278.0
130,278.0
131,278.0
132,278.0
133,278.0
134,278.0
135,278.0
136,278.0
137,278.0
138,278.0
139,278.0
140,278.0
141,278.0
142,278.0
143,278.0
144,278.0
145,278.0
146,278.0
147,278.0
148,278.0
149,278.0
150,278.0
151,278.0
152,278.0
153,278.0
154,278.0
155,278.0
156,278.0
157,278.0
158,278.0
159,278.0
160,278.0
161,278.0
162,278.0
163,278.0
164,278.0
165,278.0
166,278.0
167,278.0
168,278.0
169,278.0
170,278.0
171,278.0
172,278.0
173,278.0
174,278.0
175,278.0
176,278.0
177,278.0
178,278.0
179,278.0
180,278.0
181,278.0
182,278.0
183,278.0
184,278.0
185,278.0
186,278.0
187,278.0
188,278.0
189,278.0
190,278.0
191,278.0
192,278.0
193,278.0
194,278.0
195,278.0
196,278.0
197,278.0
198,278.0
199,278.0
200,278.0
201,278.0
202,278.0
203,278.0
204,278.0
205,278.0
206,277.0
207,277.0
208,277.0
209,277.0
210,277.0
211,277.0
212,277.0
213,277.0
214,277.0
215,277.0
216,277.0
217,277.0
218,277.0
219,277.0
220,277.0
221,277.0
222,277.0
223,277.0
224,277.0
225,277.0
226,277.0
227,277.0
228,277.0
229,277.0
230,277.0
231,277.0
232,277.0
233,277.0
234,277.0
235,277.0
236,277.0
237,277.0
238,277.0
239,277.0
240,277.0
241,277.0
242,277.0
243,277.0
244,277.0
245,277.0
246,277.0
247,277.0
248,277.0
249,277.0
250,277.0
251,277.0
252,277.0
253,277.0
254,277.0
255,277.0
256,277.0
257,276.0
258,276.0
259,276.0
260,276.0
261,276.0
262,276.0
263,276.0
264,276.0
265,276.0
266,276.0
267,276.0
268,276.0
269,276.0
270,276.0
271,276.0
272,276.0
273,276.0
274,276.0
275,276.0
276,276.0
277,276.0
278,276.0
279,276.0
280,276.0
281,276.0
282,276.0
283,276.0
284,276.0
285,276.0
286,276.0
287,276.0
288,276.0
289,276.0
290,276.0
291,276.0
292,276.0
293,276.0
294,276.0
295,276.0
296,276.0
297,276.0
298,276.0
299,276.0
