iteration,best_fitness
0,294.0
1,294.0
2,294.0
3,294.0
4,294.0
5,294.0
6,294.0
7,294.0
8,294.0
9,294.0
10,294.0
11,294.0
12,294.0
13,294.0
14,294.0
15,294.0
16,294.0
17,294.0
18,294.0
19,294.0
20,294.0
21,294.0
22,294.0
23,294.0
24,294.0
25,294.0
26,294.0
27,294.0
28,289.0
29,289.0
30,289.0
31,289.0
32,289.0
33,289.0
34,289.0
35,289.0
36,289.0
37,289.0
38,289.0
39,289.0
40,289.0
41,289.0
42,289.0
43,289.0
44,289.0
45,289.0
46,289.0
47,289.0
48,289.0
49,289.0
50,289.0
51,289.0
52,289.0
53,289.0
54,289.0
55,289.0
56,289.0
57,289.0
58,289.0
59,289.0
60,289.0
61,289.0
62,289.0
63,289.0
64,289.0
65,289.0
66,289.0
67,289.0
68,289.0
69,289.0
70,280.0
71,280.0
72,280.0
73,280.0
74,280.0
75,280.0
76,280.0
77,280.0
78,280.0
79,280.0
80,280.0
81,280.0
82,280.0
83,280.0
84,280.0
85,280.0
86,280.0
87,280.0
88,280.0
89,280.0
90,280.0
91,280.0
92,280.0
93,280.0
94,280.0
95,280.0
96,280.0
97,280.0
98,280.0
99,280.0
100,280.0
101,280.0
102,280.0
103,280.0
104,280.0
105,280.0
106,280.0
107,280.0
108,280.0
109,280.0
110,280.0
111,280.0
112,280.0
113,280.0
114,280.0
115,280.0
116,280.0
117,280.0
118,280.0
119,280.0
120,280.0
121,280.0
122,280.0
123,280.0
124,280.0
125,280.0
126,280.0
127,280.0
128,280.0
129,280.0
130,280.0
131,280.0
132,280.0
133,280.0
134,280.0
135,280.0
136,280.0
137,280.0
138,280.0
139,280.0
140,280.0
141,280.0
142,280.0
143,279.0
144,279.0
145,279.0
146,279.0
147,279.0
148,279.0
149,279.0
150,279.0
151,279.0
152,279.0
153,279.0
154,279.0
155,279.0
156,279.0
157,279.0
158,279.0
159,279.0
160,279.0
161,279.0
162,279.0
163,279.0
164,279.0
165,277.0
166,277.0
167,277.0
168,277.0
169,277.0
170,277.0
171,277.0
172,277.0
173,277.0
174,277.0
175,277.0
176,277.0
177,277.0
178,277.0
179,277.0
180,277.0
181,277.0
182,277.0
183,277.0
184,277.0
185,277.0
186,277.0
187,276.0
188,276.0
189,276.0
190,276.0
191,276.0
192,276.0
193,276.0
194,276.0
195,276.0
196,276.0
197,276.0
198,276.0
199,276.0
200,276.0
201,276.0
202,276.0
203,276.0
204,276.0
205,276.0
206,276.0
207,276.0
208,276.0
209,276.0
210,276.0
211,276.0
212,276.0
213,276.0
214,276.0
215,276.0
216,276.0
217,275.0
218,275.0
219,275.0
220,275.0
221,275.0
222,275.0
223,275.0
224,275.0
225,275.0
226,275.0
227,275.0
228,275.0
229,275.0
230,275.0
231,275.0
232,275.0
233,275.0
234,275.0
235,275.0
236,275.0
237,275.0
238,275.0
239,275.0
240,275.0
241,275.0
242,275.0
243,275.0
244,275.0
245,275.0
246,275.0
247,275.0
248,275.0
249,275.0
250,275.0
251,275.0
252,275.0
253,275.0
254,275.0
255,275.0
256,275.0
257,275.0
258,275.0
259,275.0
260,275.0
261,275.0
262,275.0
263,275.0
264,275.0
265,275.0
266,275.0
267,275.0
268,275.0
269,275.0
270,275.0
271,275.0
272,275.0
273,275.0
274,275.0
275,275.0
276,275.0
277,275.0
278,275.0
279,275.0
280,275.0
281,275.0
282,275.0
283,275.0
284,275.0
285,275.0
286,275.0
287,275.0
288,275.0
289,275.0
290,275.0
291,275.0
292,275.0
293,275.0
294,275.0
295,275.0
296,275.0
297,275.0
298,275.0
299,275.0
