iteration,best_fitness
0,295.0
1,295.0
2,295.0
3,295.0
4,295.0
5,295.0
6,295.0
7,295.0
8,295.0
9,295.0
10,295.0
11,295.0
12,295.0
13,295.0
14,295.0
15,295.0
16,295.0
17,295.0
18,295.0
19,295.0
20,295.0
21,295.0
22,295.0
23,295.0
24,295.0
25,295.0
26,295.0
27,295.0
28,295.0
29,295.0
30,295.0
31,295.0
32,295.0
33,295.0
34,295.0
35,295.0
36,295.0
37,295.0
38,295.0
39,295.0
40,295.0
41,295.0
42,295.0
43,295.0
44,295.0
45,295.0
46,295.0
47,295.0
48,295.0
49,295.0
50,295.0
51,295.0
52,295.0
53,295.0
54,295.0
55,295.0
56,295.0
57,295.0
58,295.0
59,295.0
60,295.0
61,295.0
62,295.0
63,295.0
64,295.0
65,295.0
66,295.0
67,295.0
68,295.0
69,295.0
70,295.0
71,295.0
72,295.0
73,295.0
74,295.0
75,295.0
76,295.0
77,295.0
78,295.0
79,295.0
80,295.0
81,295.0
82,295.0
83,295.0
84,295.0
85,295.0
86,295.0
87,295.0
88,295.0
89,295.0
90,295.0
91,295.0
92,295.0
93,295.0
94,295.0
95,295.0
96,295.0
97,295.0
98,295.0
99,295.0
100,295.0
101,295.0
102,295.0
103,295.0
104,295.0
105,295.0
106,295.0
107,295.0
108,295.0
109,295.0
110,295.0
111,295.0
112,295.0
113,295.0
114,295.0
115,295.0
116,295.0
117,295.0
118,295.0
119,295.0
120,295.0
121,295.0
122,295.0
123,295.0
124,295.0
125,295.0
126,295.0
127,295.0
128,295.0
129,295.0
130,295.0
131,295.0
132,295.0
133,295.0
134,294.0
135,294.0
136,294.0
137,294.0
138,294.0
139,294.0
140,294.0
141,294.0
142,294.0
143,294.0
144,294.0
145,293.0
146,293.0
147,293.0
148,293.0
149,293.0
150,293.0
151,293.0
152,293.0
153,277.0
154,277.0
155,277.0
156,277.0
157,277.0
158,277.0
159,277.0
160,277.0
161,277.0
162,277.0
163,277.0
164,277.0
165,277.0
166,277.0
167,277.0
168,277.0
169,277.0
170,277.0
171,277.0
172,277.0
173,277.0
174,277.0
175,277.0
176,277.0
177,277.0
178,277.0
179,277.0
180,277.0
181,277.0
182,277.0
183,277.0
184,277.0
185,277.0
186,277.0
187,277.0
188,277.0
189,277.0
190,277.0
191,277.0
192,277.0
193,277.0
194,277.0
195,277.0
196,277.0
197,277.0
198,277.0
199,277.0
200,277.0
201,277.0
202,277.0
203,277.0
204,277.0
205,277.0
206,277.0
207,277.0
208,277.0
209,277.0
210,277.0
211,277.0
212,277.0
213,277.0
214,277.0
215,277.0
216,277.0
217,277.0
218,277.0
219,277.0
220,277.0
221,277.0
222,277.0
223,277.0
224,277.0
225,277.0
226,277.0
227,277.0
228,277.0
229,277.0
230,277.0
231,277.0
232,277.0
233,277.0
234,277.0
235,277.0
236,277.0
237,277.0
238,277.0
239,277.0
240,277.0
241,277.0
242,277.0
243,277.0
244,277.0
245,277.0
246,277.0
247,277.0
248,277.0
249,277.0
250,277.0
251,277.0
252,277.0
253,277.0
254,277.0
255,277.0
256,277.0
257,276.0
258,276.0
259,276.0
260,276.0
261,276.0
262,276.0
263,276.0
264,276.0
265,276.0
266,276.0
267,276.0
268,276.0
269,276.0
270,276.0
271,276.0
272,276.0
273,276.0
274,276.0
275,276.0
276,276.0
277,276.0
278,276.0
279,276.0
280,276.0
281,276.0
282,276.0
283,276.0
284,276.0
285,276.0
286,276.0
287,276.0
288,276.0
289,276.0
290,276.0
291,276.0
292,276.0
293,276.0
294,276.0
295,276.0
296,276.0
297,276.0
298,276.0
299,276.0
