iteration,event_id,alpha,beta,danger_signal,safety_signal,diversity,diversity_norm,current_fitness,output_fitness,stagnation,stagnation_length,diagnosis,s_t,delta_fitness,threshold,stagnation_state,event_active,control_mode,action_taken,action_justification,alpha_scale,beta_scale,rescue_fraction,rescue_mode,rescued_agents,shap_requested,shap_reason,decision_shap_used,decision_dominant_feature,decision_harmful_feature,decision_harmful_value,decision_harmful_mass,decision_policy,dominant_feature,trace_role,effect_label,delta_fitness_post
0,0,1.0,0.9933071490757152,-0.8564893065953747,0.9867472153378646,174.64609947141872,0.9999999999994275,3233.918181112274,3233.918181112274,0,0,no_stagnation,0,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
1,0,0.998,0.9931728675778618,-1.632368002578181,0.8698557120089315,121.74672839484238,0.6971053391014715,3233.918181112274,3233.918181112274,0,1,no_stagnation,1,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
2,0,0.996,0.993035910822238,-1.3176502779817856,0.06317189225198372,121.74953494315648,0.6971214090184212,3233.918181112274,3233.918181112274,0,2,no_stagnation,2,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
3,0,0.994,0.9928962262756112,1.8723990909156893,0.7738609642776244,121.77419091838588,0.6972625858056728,3233.918181112274,3233.918181112274,0,3,no_stagnation,3,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
4,0,0.992,0.9927537604041685,-0.9281617277675741,0.13924933356879265,122.23515302801061,0.699901992646247,3233.918181112274,3233.918181112274,0,4,no_stagnation,4,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
5,0,0.99,0.992608458655718,0.9235013091602792,0.8678618227907717,121.23648255486002,0.6941837402708857,3233.918181112274,3233.918181112274,0,5,no_stagnation,5,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
6,0,0.988,0.9924602654416266,0.251989236498182,0.5104200359089622,117.4851781630052,0.6727042774989926,3233.918181112274,3233.918181112274,0,6,no_stagnation,6,inf,0.0032339181811122737,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
7,0,0.986,0.9923091241184917,1.024519952477361,0.6365816372389018,119.39941153196992,0.6836649194758659,3036.7762136392344,3036.7762136392344,0,0,no_stagnation,0,inf,0.003036776213639234,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
8,0,0.984,0.9921549769695444,0.003197090496352274,0.3442045909797272,177.96381097830957,1.018996768418134,3036.7762136392344,3036.7762136392344,0,1,no_stagnation,1,inf,0.003036776213639234,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
9,0,0.982,0.9919977651857838,0.4245529741997748,0.5603004432554708,145.7735389172676,0.834679614136131,1623.2522146902043,1623.2522146902043,0,0,no_stagnation,0,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
10,0,0.98,0.9918374288468401,0.7585037714923082,0.6091624906715032,120.34705573089373,0.6890910022901481,1623.2522146902043,1623.2522146902043,0,1,no_stagnation,1,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
11,0,0.978,0.9916739069015662,1.857603278876663,0.9360508381562557,116.4088460364292,0.6665413449752604,1623.2522146902043,1623.2522146902043,0,2,no_stagnation,2,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
12,0,0.976,0.9915071371483557,-0.2507994851752832,0.42589045569193906,152.96807545718923,0.8758745595811904,1623.2522146902043,1623.2522146902043,0,3,no_stagnation,3,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
13,0,0.974,0.9913370562151869,1.1453343047193612,0.9884131781620515,148.03561493093247,0.8476319561610027,1623.2522146902043,1623.2522146902043,0,4,no_stagnation,4,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
14,0,0.972,0.9911635995393923,-1.8367134106988898,0.9023638642666479,167.0734370137983,0.9566399565714013,1623.2522146902043,1623.2522146902043,0,5,no_stagnation,5,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
15,0,0.97,0.9909867013471522,0.23504435866158008,0.07081920102934469,199.47221332141663,1.1421509780351353,1623.2522146902043,1623.2522146902043,0,6,no_stagnation,6,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
16,0,0.968,0.9908062946327119,-1.276875866283448,0.6670449890421898,149.50787271305944,0.8560619055648659,1623.2522146902043,1623.2522146902043,0,7,no_stagnation,7,inf,0.0016232522146902041,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
17,0,0.966,0.9906223111373231,-0.13101145254796745,0.8808590783353354,149.08915550942427,0.8536643873557436,1564.919798834991,1564.919798834991,0,0,no_stagnation,0,inf,0.001564919798834991,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
18,0,0.964,0.9904346813279084,-0.39238523933462544,0.8721084403161941,126.00014574079145,0.7214598328967522,1564.919798834991,1564.919798834991,0,1,no_stagnation,1,inf,0.001564919798834991,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
19,0,0.962,0.9902433343754486,1.2563351875879243,0.6438893507718978,118.66878973633428,0.6794814776592636,1480.5363993039305,1480.5363993039305,0,0,no_stagnation,0,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
20,0,0.96,0.9900481981330956,-0.5390706215769581,0.7546130366272559,141.69679259554988,0.8113367147867955,1480.5363993039305,1480.5363993039305,0,1,no_stagnation,1,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
21,0,0.958,0.9898491991140073,0.7783573676053412,0.7731264609837393,113.93746410507278,0.6523905455080243,1480.5363993039305,1480.5363993039305,0,2,no_stagnation,2,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
22,0,0.956,0.9896462624689083,-1.6408942495591532,0.9567201899820804,110.26196732964345,0.6313451469188122,1480.5363993039305,1480.5363993039305,0,3,no_stagnation,3,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
23,0,0.954,0.9894393119633769,-0.6833949030749887,0.37783825896260015,109.60062269526969,0.6275583767797995,1480.5363993039305,1480.5363993039305,0,4,no_stagnation,4,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
24,0,0.952,0.9892282699548584,-0.5057223150004355,0.614203196460026,81.80319249389517,0.4683940422456193,1480.5363993039305,1480.5363993039305,0,5,no_stagnation,5,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
25,0,0.95,0.9890130573694068,0.0543659560905469,0.3901408647875968,108.22397081294382,0.6196758538577781,1480.5363993039305,1480.5363993039305,0,6,no_stagnation,6,inf,0.0014805363993039304,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
26,0,0.948,0.9887935936781571,0.09248795289588634,0.8005641197194795,129.0833825073408,0.739114030590713,1423.0754044170674,1423.0754044170674,0,0,no_stagnation,0,inf,0.0014230754044170673,no_stagnation,0,baseline,none,Sin intervencion.,1.0,1.0,0.0,none,0,0,none,0,none,none,0.0,0.0,not_evaluated,none,none,not_applicable,0.0
